Vivienda,Salud,Transporte,Educacion,Alimento,Autocuidado,Ingreso_fijo,Clase,id,Fecha,Gasto_var_necesario,Gasto_var_innecesario,Ingreso_variable,Total Out,Total In,Balance
4390,2840,2254,1320,5848,2594,33804,Media-Alta,42,2022-09-30,550,881,7692,20677,41496,20819
6171,4525,3468,2106,8410,4215,89954,Alta,43,2022-09-30,5316,3810,14781,38021,104735,66714
7079,4833,4394,1813,9563,4734,74129,Alta,44,2022-09-30,4974,5077,14366,42467,88495,46028
3842,3045,2006,998,6568,2879,33467,Media-Alta,45,2022-09-30,545,975,8047,20858,41514,20656
3993,3131,2070,1419,5939,2773,31387,Media-Alta,46,2022-09-30,557,846,8625,20728,40012,19284
2648,1666,1151,527,4745,1576,16801,Media-Baja,47,2022-09-30,303,469,5213,13085,22014,8929
2559,1584,1215,585,4461,1243,16280,Media-Baja,48,2022-09-30,306,508,4542,12461,20822,8361
3014,1932,892,455,5796,1680,17650,Media-Baja,49,2022-09-30,221,666,4788,14656,22438,7782
2975,1988,985,537,5597,1407,18759,Media-Baja,50,2022-09-30,259,606,5057,14354,23816,9462
1469,831,344,217,3765,646,10044,Baja,51,2022-09-30,191,158,720,7621,10764,3143
4174,3385,2103,959,5424,2824,37528,Media-Alta,52,2022-09-30,605,843,6111,20317,43639,23322
1457,946,378,198,3820,720,9331,Baja,53,2022-09-30,157,161,856,7837,10187,2350
4640,3018,2452,1223,7685,2429,34032,Media-Alta,54,2022-09-30,601,921,8481,22969,42513,19544
2886,1726,1059,598,4383,1464,18654,Media-Baja,55,2022-09-30,231,573,5634,12920,24288,11368
1474,754,383,262,3959,680,9481,Baja,56,2022-09-30,181,180,748,7873,10229,2356
2850,1914,1163,483,4632,1116,16470,Media-Baja,57,2022-09-30,307,462,5341,12927,21811,8884
2629,2087,1064,549,5143,1417,18384,Media-Baja,58,2022-09-30,308,609,4834,13806,23218,9412
3525,2815,2318,1053,5506,2830,35601,Media-Alta,59,2022-09-30,573,798,6819,19418,42420,23002
2777,1648,1167,761,5133,1342,16640,Media-Baja,60,2022-09-30,266,570,4577,13664,21217,7553
2286,1726,1370,679,4997,1282,15910,Media-Baja,61,2022-09-30,320,630,4218,13290,20128,6838
3777,3355,2177,1221,6426,2624,29482,Media-Alta,62,2022-09-30,558,835,7777,20973,37259,16286
2826,1762,1185,578,5938,1478,16093,Media-Baja,63,2022-09-30,308,660,4272,14735,20365,5630
4112,2977,1939,1020,5797,3059,27281,Media-Alta,64,2022-09-30,668,830,5630,20402,32911,12509
5212,3183,2671,1077,7571,2245,34939,Media-Alta,65,2022-09-30,558,805,8297,23322,43236,19914
3806,3372,2225,1128,5481,3147,35243,Media-Alta,66,2022-09-30,594,821,7922,20574,43165,22591
4822,3559,2513,1180,6968,2581,31859,Media-Alta,67,2022-09-30,576,713,8958,22912,40817,17905
1376,811,377,230,4473,721,10291,Baja,69,2022-09-30,181,162,914,8331,11205,2874
2810,1951,1265,565,4767,1597,14945,Media-Baja,70,2022-09-30,295,642,5240,13892,20185,6293
5808,4401,3588,2237,8645,3799,71830,Alta,71,2022-09-30,6163,4230,18627,38871,90457,51586
1426,982,378,234,3803,721,9644,Baja,72,2022-09-30,178,161,888,7883,10532,2649
1551,835,479,237,4226,687,9493,Baja,73,2022-09-30,175,168,812,8358,10305,1947
2707,1547,1220,579,5045,977,16216,Media-Baja,74,2022-09-30,248,665,5221,12988,21437,8449
4533,2481,2412,922,6584,3102,31939,Media-Alta,75,2022-09-30,603,984,6895,21621,38834,17213
3033,1808,1125,519,4680,1216,16272,Media-Baja,76,2022-09-30,267,544,4882,13192,21154,7962
2911,1692,1118,579,5692,1602,15781,Media-Baja,77,2022-09-30,309,640,4676,14543,20457,5914
3807,3477,2475,1036,6610,2679,32078,Media-Alta,79,2022-09-30,570,993,7741,21647,39819,18172
4399,2878,1942,1320,5465,2649,36968,Media-Alta,80,2022-09-30,536,995,7779,20184,44747,24563
2832,1751,1091,499,5112,1465,18607,Media-Baja,81,2022-09-30,255,541,4663,13546,23270,9724
1238,984,404,251,3965,585,10083,Baja,82,2022-09-30,153,139,940,7719,11023,3304
1512,949,458,238,3302,619,9416,Baja,83,2022-09-30,185,185,876,7448,10292,2844
2820,1559,1175,557,5187,1492,16023,Media-Baja,84,2022-09-30,292,564,4182,13646,20205,6559
1346,847,494,221,4014,798,8581,Baja,85,2022-09-30,162,142,846,8024,9427,1403
1491,649,370,210,4259,774,9012,Baja,86,2022-09-30,178,175,812,8106,9824,1718
3361,1646,1091,558,5062,1510,14884,Media-Baja,87,2022-09-30,265,647,4977,14140,19861,5721
2609,1973,1113,494,5934,1408,15971,Media-Baja,88,2022-09-30,284,616,4969,14431,20940,6509
1276,989,356,229,3658,835,9243,Baja,89,2022-09-30,143,170,837,7656,10080,2424
1324,917,363,258,3795,641,7686,Baja,90,2022-09-30,160,172,914,7630,8600,970
2928,1385,1222,562,5233,1136,16199,Media-Baja,91,2022-09-30,349,632,4588,13447,20787,7340
3934,3271,2636,1334,6288,2928,34633,Media-Alta,92,2022-09-30,548,1089,9583,22028,44216,22188
2871,1890,1151,640,6293,1393,16624,Media-Baja,93,2022-09-30,278,564,4976,15080,21600,6520
2744,1718,1301,607,5080,1489,15374,Media-Baja,94,2022-09-30,249,542,5328,13730,20702,6972
3655,1632,1131,617,5229,1680,19724,Media-Baja,95,2022-09-30,293,537,6170,14774,25894,11120
1562,879,411,257,4432,757,9205,Baja,96,2022-09-30,200,184,956,8682,10161,1479
2947,1722,1286,485,4199,1385,16069,Media-Baja,97,2022-09-30,292,574,4566,12890,20635,7745
1311,803,389,199,3507,635,9710,Baja,98,2022-09-30,172,153,772,7169,10482,3313
3021,1604,1090,561,5376,1414,16847,Media-Baja,99,2022-09-30,299,597,4610,13962,21457,7495
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-10-31,591,867,9004,21170,36367,15197
1270,917,439,192,3972,647,7952,Baja,1,2022-10-31,181,173,919,7791,8871,1080
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-10-31,288,562,3929,13553,19544,5991
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-10-31,638,888,9007,20860,44542,23682
1460,897,340,191,3520,650,10791,Baja,4,2022-10-31,160,190,786,7408,11577,4169
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-10-31,312,475,4933,13282,21405,8123
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-10-31,251,616,5071,13823,22294,8471
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-10-31,6286,5301,16564,40758,108824,68066
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-10-31,615,679,7330,23910,42728,18818
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-10-31,5053,5567,17380,38706,101820,63114
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-10-31,242,499,5592,14280,24303,10023
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-10-31,322,593,5933,13953,21868,7915
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-10-31,275,559,5234,14821,22538,7717
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-10-31,505,888,8320,21773,45705,23932
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-10-31,323,643,5225,14561,20113,5552
1497,646,431,217,4406,691,8091,Baja,15,2022-10-31,181,156,803,8225,8894,669
2610,1661,1221,642,5885,1482,15685,Media-Baja,16,2022-10-31,282,581,5882,14364,21567,7203
2975,1761,1032,592,4899,1255,16963,Media-Baja,17,2022-10-31,291,517,5077,13322,22040,8718
3202,1553,976,509,4615,1213,19084,Media-Baja,18,2022-10-31,283,602,5574,12953,24658,11705
3096,1598,1076,560,5929,1435,16898,Media-Baja,19,2022-10-31,299,605,4222,14598,21120,6522
2772,1530,935,576,5071,1409,19243,Media-Baja,20,2022-10-31,289,594,5567,13176,24810,11634
4071,3083,2225,1293,6167,3212,31753,Media-Alta,21,2022-10-31,609,887,8888,21547,40641,19094
5040,4057,2267,1058,5282,3570,38666,Media-Alta,22,2022-10-31,515,883,8274,22672,46940,24268
2535,1534,1165,558,5102,1783,18648,Media-Baja,23,2022-10-31,259,603,5597,13539,24245,10706
1534,905,407,185,3483,601,9328,Baja,24,2022-10-31,185,158,743,7458,10071,2613
6215,5044,4202,1780,10160,5324,68636,Alta,25,2022-10-31,6421,5152,16486,44298,85122,40824
4565,3403,2641,1312,6396,2964,30928,Media-Alta,26,2022-10-31,480,921,7343,22682,38271,15589
1547,884,396,246,3431,705,8860,Baja,27,2022-10-31,173,148,830,7530,9690,2160
4430,3125,2185,1088,6342,3034,42247,Media-Alta,28,2022-10-31,528,707,7365,21439,49612,28173
1303,775,390,247,4073,753,9664,Baja,29,2022-10-31,186,141,912,7868,10576,2708
2714,1598,1174,485,4431,1656,17689,Media-Baja,30,2022-10-31,322,476,5503,12856,23192,10336
3720,3965,2163,1253,6844,2788,31572,Media-Alta,31,2022-10-31,544,950,8129,22227,39701,17474
1629,910,404,258,4300,581,8796,Baja,32,2022-10-31,121,183,792,8386,9588,1202
6090,4953,3349,1918,9805,4817,67886,Alta,33,2022-10-31,5905,4352,17034,41189,84920,43731
2437,1747,1113,552,3756,1110,18334,Media-Baja,34,2022-10-31,251,554,5179,11520,23513,11993
2801,1875,1179,507,5060,1107,16759,Media-Baja,35,2022-10-31,353,460,4948,13342,21707,8365
2788,1697,918,611,4046,1382,17022,Media-Baja,36,2022-10-31,296,577,5572,12315,22594,10279
2777,1434,1182,652,4943,1429,17306,Media-Baja,37,2022-10-31,267,589,4842,13273,22148,8875
2412,1831,1018,480,5643,1484,16751,Media-Baja,38,2022-10-31,257,559,4910,13684,21661,7977
6980,4788,3302,2180,9061,4252,84311,Alta,39,2022-10-31,5678,3850,17167,40091,101478,61387
5257,3521,3974,1893,10086,4716,79511,Alta,40,2022-10-31,5722,5798,17493,40967,97004,56037
5820,4518,3284,2139,11582,4525,76273,Alta,41,2022-10-31,5283,5700,15982,42851,92255,49404
4390,2840,2254,1320,5848,2594,33804,Media-Alta,42,2022-10-31,534,729,9028,20509,42832,22323
6171,4525,3468,2106,8410,4215,89954,Alta,43,2022-10-31,5966,4634,16626,39495,106580,67085
7079,4833,4394,1813,9563,4734,74129,Alta,44,2022-10-31,6345,5180,17001,43941,91130,47189
3842,3045,2006,998,6568,2879,33467,Media-Alta,45,2022-10-31,524,845,7982,20707,41449,20742
3993,3131,2070,1419,5939,2773,31387,Media-Alta,46,2022-10-31,570,832,7718,20727,39105,18378
2648,1666,1151,527,4745,1576,16801,Media-Baja,47,2022-10-31,311,579,5013,13203,21814,8611
2559,1584,1215,585,4461,1243,16280,Media-Baja,48,2022-10-31,225,619,5164,12491,21444,8953
3014,1932,892,455,5796,1680,17650,Media-Baja,49,2022-10-31,344,608,5451,14721,23101,8380
2975,1988,985,537,5597,1407,18759,Media-Baja,50,2022-10-31,256,543,4946,14288,23705,9417
1469,831,344,217,3765,646,10044,Baja,51,2022-10-31,208,165,789,7645,10833,3188
4174,3385,2103,959,5424,2824,37528,Media-Alta,52,2022-10-31,459,1052,7502,20380,45030,24650
1457,946,378,198,3820,720,9331,Baja,53,2022-10-31,165,118,696,7802,10027,2225
4640,3018,2452,1223,7685,2429,34032,Media-Alta,54,2022-10-31,648,729,8064,22824,42096,19272
2886,1726,1059,598,4383,1464,18654,Media-Baja,55,2022-10-31,306,515,6519,12937,25173,12236
1474,754,383,262,3959,680,9481,Baja,56,2022-10-31,162,198,875,7872,10356,2484
2850,1914,1163,483,4632,1116,16470,Media-Baja,57,2022-10-31,267,675,4856,13100,21326,8226
2629,2087,1064,549,5143,1417,18384,Media-Baja,58,2022-10-31,263,592,5351,13744,23735,9991
3525,2815,2318,1053,5506,2830,35601,Media-Alta,59,2022-10-31,511,976,8456,19534,44057,24523
2777,1648,1167,761,5133,1342,16640,Media-Baja,60,2022-10-31,283,590,5363,13701,22003,8302
2286,1726,1370,679,4997,1282,15910,Media-Baja,61,2022-10-31,305,685,4846,13330,20756,7426
3777,3355,2177,1221,6426,2624,29482,Media-Alta,62,2022-10-31,561,820,9045,20961,38527,17566
2826,1762,1185,578,5938,1478,16093,Media-Baja,63,2022-10-31,297,526,5954,14590,22047,7457
4112,2977,1939,1020,5797,3059,27281,Media-Alta,64,2022-10-31,591,944,8916,20439,36197,15758
5212,3183,2671,1077,7571,2245,34939,Media-Alta,65,2022-10-31,542,799,7476,23300,42415,19115
3806,3372,2225,1128,5481,3147,35243,Media-Alta,66,2022-10-31,462,830,9051,20451,44294,23843
4822,3559,2513,1180,6968,2581,31859,Media-Alta,67,2022-10-31,598,845,7777,23066,39636,16570
1376,811,377,230,4473,721,10291,Baja,69,2022-10-31,176,194,861,8358,11152,2794
2810,1951,1265,565,4767,1597,14945,Media-Baja,70,2022-10-31,281,503,5413,13739,20358,6619
5808,4401,3588,2237,8645,3799,71830,Alta,71,2022-10-31,5096,4156,14151,37730,85981,48251
1426,982,378,234,3803,721,9644,Baja,72,2022-10-31,169,158,1055,7871,10699,2828
1551,835,479,237,4226,687,9493,Baja,73,2022-10-31,157,173,642,8345,10135,1790
2707,1547,1220,579,5045,977,16216,Media-Baja,74,2022-10-31,239,585,5114,12899,21330,8431
4533,2481,2412,922,6584,3102,31939,Media-Alta,75,2022-10-31,646,785,8126,21465,40065,18600
3033,1808,1125,519,4680,1216,16272,Media-Baja,76,2022-10-31,262,581,5976,13224,22248,9024
2911,1692,1118,579,5692,1602,15781,Media-Baja,77,2022-10-31,256,549,5842,14399,21623,7224
3807,3477,2475,1036,6610,2679,32078,Media-Alta,79,2022-10-31,595,790,8945,21469,41023,19554
4399,2878,1942,1320,5465,2649,36968,Media-Alta,80,2022-10-31,577,853,8656,20083,45624,25541
2832,1751,1091,499,5112,1465,18607,Media-Baja,81,2022-10-31,285,527,4208,13562,22815,9253
1238,984,404,251,3965,585,10083,Baja,82,2022-10-31,197,193,770,7817,10853,3036
1512,949,458,238,3302,619,9416,Baja,83,2022-10-31,141,177,757,7396,10173,2777
2820,1559,1175,557,5187,1492,16023,Media-Baja,84,2022-10-31,238,565,5541,13593,21564,7971
1346,847,494,221,4014,798,8581,Baja,85,2022-10-31,160,161,758,8041,9339,1298
1491,649,370,210,4259,774,9012,Baja,86,2022-10-31,185,164,712,8102,9724,1622
3361,1646,1091,558,5062,1510,14884,Media-Baja,87,2022-10-31,284,579,5081,14091,19965,5874
2609,1973,1113,494,5934,1408,15971,Media-Baja,88,2022-10-31,292,587,5421,14410,21392,6982
1276,989,356,229,3658,835,9243,Baja,89,2022-10-31,158,151,794,7652,10037,2385
1324,917,363,258,3795,641,7686,Baja,90,2022-10-31,177,185,888,7660,8574,914
2928,1385,1222,562,5233,1136,16199,Media-Baja,91,2022-10-31,308,567,5499,13341,21698,8357
3934,3271,2636,1334,6288,2928,34633,Media-Alta,92,2022-10-31,537,1011,7626,21939,42259,20320
2871,1890,1151,640,6293,1393,16624,Media-Baja,93,2022-10-31,274,569,4677,15081,21301,6220
2744,1718,1301,607,5080,1489,15374,Media-Baja,94,2022-10-31,287,634,4985,13860,20359,6499
3655,1632,1131,617,5229,1680,19724,Media-Baja,95,2022-10-31,300,589,5632,14833,25356,10523
1562,879,411,257,4432,757,9205,Baja,96,2022-10-31,178,158,902,8634,10107,1473
2947,1722,1286,485,4199,1385,16069,Media-Baja,97,2022-10-31,266,503,5595,12793,21664,8871
1311,803,389,199,3507,635,9710,Baja,98,2022-10-31,175,210,820,7229,10530,3301
3021,1604,1090,561,5376,1414,16847,Media-Baja,99,2022-10-31,295,598,4239,13959,21086,7127
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-11-30,510,935,8503,21157,35866,14709
1270,917,439,192,3972,647,7952,Baja,1,2022-11-30,162,188,808,7787,8760,973
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-11-30,265,538,5032,13506,20647,7141
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-11-30,601,960,7222,20895,42757,21862
1460,897,340,191,3520,650,10791,Baja,4,2022-11-30,148,173,756,7379,11547,4168
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-11-30,298,538,5119,13331,21591,8260
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-11-30,290,527,4854,13773,22077,8304
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-11-30,6443,5721,15943,41335,108203,66868
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-11-30,515,801,6895,23932,42293,18361
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-11-30,6413,4817,17617,39316,102057,62741
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-11-30,303,518,5088,14360,23799,9439
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-11-30,288,609,5339,13935,21274,7339
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-11-30,278,739,4085,15004,21389,6385
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-11-30,556,823,8087,21759,45472,23713
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-11-30,275,601,4687,14471,19575,5104
1497,646,431,217,4406,691,8091,Baja,15,2022-11-30,185,192,835,8265,8926,661
2610,1661,1221,642,5885,1482,15685,Media-Baja,16,2022-11-30,259,579,5153,14339,20838,6499
2975,1761,1032,592,4899,1255,16963,Media-Baja,17,2022-11-30,199,529,4981,13242,21944,8702
3202,1553,976,509,4615,1213,19084,Media-Baja,18,2022-11-30,356,556,5512,12980,24596,11616
3096,1598,1076,560,5929,1435,16898,Media-Baja,19,2022-11-30,284,583,4957,14561,21855,7294
2772,1530,935,576,5071,1409,19243,Media-Baja,20,2022-11-30,311,721,4570,13325,23813,10488
4071,3083,2225,1293,6167,3212,31753,Media-Alta,21,2022-11-30,564,620,6804,21235,38557,17322
5040,4057,2267,1058,5282,3570,38666,Media-Alta,22,2022-11-30,515,870,8983,22659,47649,24990
2535,1534,1165,558,5102,1783,18648,Media-Baja,23,2022-11-30,270,535,5649,13482,24297,10815
1534,905,407,185,3483,601,9328,Baja,24,2022-11-30,185,157,866,7457,10194,2737
6215,5044,4202,1780,10160,5324,68636,Alta,25,2022-11-30,5584,5008,15485,43317,84121,40804
4565,3403,2641,1312,6396,2964,30928,Media-Alta,26,2022-11-30,613,750,7608,22644,38536,15892
1547,884,396,246,3431,705,8860,Baja,27,2022-11-30,154,165,984,7528,9844,2316
4430,3125,2185,1088,6342,3034,42247,Media-Alta,28,2022-11-30,557,929,9320,21690,51567,29877
1303,775,390,247,4073,753,9664,Baja,29,2022-11-30,143,173,754,7857,10418,2561
2714,1598,1174,485,4431,1656,17689,Media-Baja,30,2022-11-30,247,566,5127,12871,22816,9945
3720,3965,2163,1253,6844,2788,31572,Media-Alta,31,2022-11-30,518,804,7928,22055,39500,17445
1629,910,404,258,4300,581,8796,Baja,32,2022-11-30,176,173,824,8431,9620,1189
6090,4953,3349,1918,9805,4817,67886,Alta,33,2022-11-30,5158,6190,17247,42280,85133,42853
2437,1747,1113,552,3756,1110,18334,Media-Baja,34,2022-11-30,224,509,4932,11448,23266,11818
2801,1875,1179,507,5060,1107,16759,Media-Baja,35,2022-11-30,325,486,5940,13340,22699,9359
2788,1697,918,611,4046,1382,17022,Media-Baja,36,2022-11-30,265,586,5382,12293,22404,10111
2777,1434,1182,652,4943,1429,17306,Media-Baja,37,2022-11-30,281,632,4652,13330,21958,8628
2412,1831,1018,480,5643,1484,16751,Media-Baja,38,2022-11-30,266,548,4632,13682,21383,7701
6980,4788,3302,2180,9061,4252,84311,Alta,39,2022-11-30,6312,5388,18364,42263,102675,60412
5257,3521,3974,1893,10086,4716,79511,Alta,40,2022-11-30,6224,5438,20981,41109,100492,59383
5820,4518,3284,2139,11582,4525,76273,Alta,41,2022-11-30,7169,4441,18687,43478,94960,51482
4390,2840,2254,1320,5848,2594,33804,Media-Alta,42,2022-11-30,655,919,7378,20820,41182,20362
6171,4525,3468,2106,8410,4215,89954,Alta,43,2022-11-30,5048,4902,19088,38845,109042,70197
7079,4833,4394,1813,9563,4734,74129,Alta,44,2022-11-30,5381,5070,16483,42867,90612,47745
3842,3045,2006,998,6568,2879,33467,Media-Alta,45,2022-11-30,709,721,7388,20768,40855,20087
3993,3131,2070,1419,5939,2773,31387,Media-Alta,46,2022-11-30,557,877,8418,20759,39805,19046
2648,1666,1151,527,4745,1576,16801,Media-Baja,47,2022-11-30,314,628,5243,13255,22044,8789
2559,1584,1215,585,4461,1243,16280,Media-Baja,48,2022-11-30,290,544,4956,12481,21236,8755
3014,1932,892,455,5796,1680,17650,Media-Baja,49,2022-11-30,270,610,5002,14649,22652,8003
2975,1988,985,537,5597,1407,18759,Media-Baja,50,2022-11-30,339,641,5231,14469,23990,9521
1469,831,344,217,3765,646,10044,Baja,51,2022-11-30,181,176,726,7629,10770,3141
4174,3385,2103,959,5424,2824,37528,Media-Alta,52,2022-11-30,570,935,8546,20374,46074,25700
1457,946,378,198,3820,720,9331,Baja,53,2022-11-30,168,192,836,7879,10167,2288
4640,3018,2452,1223,7685,2429,34032,Media-Alta,54,2022-11-30,575,945,9256,22967,43288,20321
2886,1726,1059,598,4383,1464,18654,Media-Baja,55,2022-11-30,324,545,4649,12985,23303,10318
1474,754,383,262,3959,680,9481,Baja,56,2022-11-30,154,164,791,7830,10272,2442
2850,1914,1163,483,4632,1116,16470,Media-Baja,57,2022-11-30,316,485,5248,12959,21718,8759
2629,2087,1064,549,5143,1417,18384,Media-Baja,58,2022-11-30,280,543,5053,13712,23437,9725
3525,2815,2318,1053,5506,2830,35601,Media-Alta,59,2022-11-30,608,949,8355,19604,43956,24352
2777,1648,1167,761,5133,1342,16640,Media-Baja,60,2022-11-30,237,594,5518,13659,22158,8499
2286,1726,1370,679,4997,1282,15910,Media-Baja,61,2022-11-30,276,522,5545,13138,21455,8317
3777,3355,2177,1221,6426,2624,29482,Media-Alta,62,2022-11-30,519,905,7156,21004,36638,15634
2826,1762,1185,578,5938,1478,16093,Media-Baja,63,2022-11-30,297,537,4694,14601,20787,6186
4112,2977,1939,1020,5797,3059,27281,Media-Alta,64,2022-11-30,599,960,9013,20463,36294,15831
5212,3183,2671,1077,7571,2245,34939,Media-Alta,65,2022-11-30,583,804,8987,23346,43926,20580
3806,3372,2225,1128,5481,3147,35243,Media-Alta,66,2022-11-30,574,835,8755,20568,43998,23430
4822,3559,2513,1180,6968,2581,31859,Media-Alta,67,2022-11-30,656,868,9136,23147,40995,17848
1376,811,377,230,4473,721,10291,Baja,69,2022-11-30,139,161,818,8288,11109,2821
2810,1951,1265,565,4767,1597,14945,Media-Baja,70,2022-11-30,315,624,5752,13894,20697,6803
5808,4401,3588,2237,8645,3799,71830,Alta,71,2022-11-30,5764,4825,17385,39067,89215,50148
1426,982,378,234,3803,721,9644,Baja,72,2022-11-30,166,166,982,7876,10626,2750
1551,835,479,237,4226,687,9493,Baja,73,2022-11-30,165,160,982,8340,10475,2135
2707,1547,1220,579,5045,977,16216,Media-Baja,74,2022-11-30,260,631,4921,12966,21137,8171
4533,2481,2412,922,6584,3102,31939,Media-Alta,75,2022-11-30,521,762,8416,21317,40355,19038
3033,1808,1125,519,4680,1216,16272,Media-Baja,76,2022-11-30,290,553,4123,13224,20395,7171
2911,1692,1118,579,5692,1602,15781,Media-Baja,77,2022-11-30,304,567,4328,14465,20109,5644
3807,3477,2475,1036,6610,2679,32078,Media-Alta,79,2022-11-30,584,916,8823,21584,40901,19317
4399,2878,1942,1320,5465,2649,36968,Media-Alta,80,2022-11-30,600,844,7237,20097,44205,24108
2832,1751,1091,499,5112,1465,18607,Media-Baja,81,2022-11-30,284,602,4727,13636,23334,9698
1238,984,404,251,3965,585,10083,Baja,82,2022-11-30,143,158,961,7728,11044,3316
1512,949,458,238,3302,619,9416,Baja,83,2022-11-30,135,203,900,7416,10316,2900
2820,1559,1175,557,5187,1492,16023,Media-Baja,84,2022-11-30,300,584,5186,13674,21209,7535
1346,847,494,221,4014,798,8581,Baja,85,2022-11-30,157,185,789,8062,9370,1308
1491,649,370,210,4259,774,9012,Baja,86,2022-11-30,180,162,1038,8095,10050,1955
3361,1646,1091,558,5062,1510,14884,Media-Baja,87,2022-11-30,295,439,5467,13962,20351,6389
2609,1973,1113,494,5934,1408,15971,Media-Baja,88,2022-11-30,344,558,5100,14433,21071,6638
1276,989,356,229,3658,835,9243,Baja,89,2022-11-30,162,178,924,7683,10167,2484
1324,917,363,258,3795,641,7686,Baja,90,2022-11-30,193,180,766,7671,8452,781
2928,1385,1222,562,5233,1136,16199,Media-Baja,91,2022-11-30,301,571,4489,13338,20688,7350
3934,3271,2636,1334,6288,2928,34633,Media-Alta,92,2022-11-30,632,786,7125,21809,41758,19949
2871,1890,1151,640,6293,1393,16624,Media-Baja,93,2022-11-30,278,520,5135,15036,21759,6723
2744,1718,1301,607,5080,1489,15374,Media-Baja,94,2022-11-30,297,590,4632,13826,20006,6180
3655,1632,1131,617,5229,1680,19724,Media-Baja,95,2022-11-30,323,467,5108,14734,24832,10098
1562,879,411,257,4432,757,9205,Baja,96,2022-11-30,165,197,836,8660,10041,1381
2947,1722,1286,485,4199,1385,16069,Media-Baja,97,2022-11-30,299,598,4475,12921,20544,7623
1311,803,389,199,3507,635,9710,Baja,98,2022-11-30,178,152,875,7174,10585,3411
3021,1604,1090,561,5376,1414,16847,Media-Baja,99,2022-11-30,257,495,5660,13818,22507,8689
4250,3046,2063,1146,6507,2700,27363,Media-Alta,0,2022-12-31,607,831,6859,21150,34222,13072
1270,917,439,192,3972,647,7952,Baja,1,2022-12-31,203,170,858,7810,8810,1000
2980,1475,943,592,5394,1319,15615,Media-Baja,2,2022-12-31,322,464,4573,13489,20188,6699
4551,2846,2433,1151,5119,3234,35535,Media-Alta,3,2022-12-31,577,959,7929,20870,43464,22594
1460,897,340,191,3520,650,10791,Baja,4,2022-12-31,177,178,821,7413,11612,4199
2959,1837,1162,541,4613,1383,16472,Media-Baja,5,2022-12-31,324,540,5088,13359,21560,8201
2658,1659,1023,496,5327,1793,17223,Media-Baja,6,2022-12-31,290,592,5140,13838,22363,8525
4926,4285,3210,2424,9345,4981,92260,Alta,7,2022-12-31,4427,5226,13262,38824,105522,66698
4654,2824,2780,1200,8234,2924,35398,Media-Alta,8,2022-12-31,611,913,7638,24140,43036,18896
4923,3549,3526,2202,9029,4857,84440,Alta,9,2022-12-31,5751,5706,13507,39543,97947,58404
2866,1590,1313,642,5680,1448,18711,Media-Baja,10,2022-12-31,262,587,5828,14388,24539,10151
2503,1717,1301,532,5511,1474,15935,Media-Baja,11,2022-12-31,272,491,4790,13801,20725,6924
3153,1725,1162,662,5775,1510,17304,Media-Baja,12,2022-12-31,283,536,5168,14806,22472,7666
4275,3724,2420,1122,5934,2905,37385,Media-Alta,13,2022-12-31,571,899,8467,21850,45852,24002
2976,1749,1040,521,5873,1436,14888,Media-Baja,14,2022-12-31,321,679,4842,14595,19730,5135
1497,646,431,217,4406,691,8091,Baja,15,2022-12-31,174,172,985,8234,9076,842
2610,1661,1221,642,5885,1482,15685,Media-Baja,16,2022-12-31,285,546,4664,14332,20349,6017
2975,1761,1032,592,4899,1255,16963,Media-Baja,17,2022-12-31,316,574,4677,13404,21640,8236
3202,1553,976,509,4615,1213,19084,Media-Baja,18,2022-12-31,284,619,4841,12971,23925,10954
3096,1598,1076,560,5929,1435,16898,Media-Baja,19,2022-12-31,268,682,5604,14644,22502,7858
2772,1530,935,576,5071,1409,19243,Media-Baja,20,2022-12-31,272,564,4679,13129,23922,10793
4071,3083,2225,1293,6167,3212,31753,Media-Alta,21,2022-12-31,525,904,8296,21480,40049,18569
